Date,Open,High,Low,Close,Adj Close,Volume
1993-01-28,11.950286865234375,12.159417152404785,11.890535354614258,12.010038375854492,6.489697456359863,12952409
1993-01-29,12.189292907714844,12.33867073059082,12.159417152404785,12.308794975280762,6.6511311531066895,12474596
1993-02-01,12.428297996520996,12.577676773071289,12.428297996520996,12.577676773071289,6.7964253425598145,12717268
1993-02-02,12.48805046081543,12.667304039001465,12.428297996520996,12.458173751831055,6.731852054595947,11026514
1993-02-03,12.54780101776123,12.607552528381348,12.159417152404785,12.219167709350586,6.602699279785156,13378758
1993-02-04,12.189292907714844,12.398423194885254,12.129541397094727,12.27892017364502,6.7058210372924805,9924866
1993-02-04,12.189292907714844,12.398423194885254,12.129541397094727,12.27892017364502,6.705819129943848,9924866
1993-02-05,12.368547439575195,12.577676773071289,12.33867073059082,12.428297996520996,6.787397384643555,13164956
1993-02-08,12.48805046081543,12.697179794311523,12.458173751831055,12.637428283691406,6.901610374450684,10805180
1993-02-09,12.667304039001465,13.025813102722168,12.637428283691406,12.75693130493164,6.966876983642578,14981649
1993-02-10,12.816682815551758,12.876434326171875,12.33867073059082,12.48805046081543,6.820031642913818,15072442
1993-02-11,12.398423194885254,12.398423194885254,12.06978988647461,12.219167709350586,6.673190116882324,12943622
1993-02-11,12.398423194885254,12.398423194885254,12.06978988647461,12.219167709350586,6.67318868637085,12943622
1993-02-12,12.219167709350586,12.33867073059082,12.06978988647461,12.129541397094727,6.624241352081299,6729127
1993-02-16,12.06978988647461,12.159417152404785,11.651530265808105,11.950286865234375,6.526345252990723,12486730
1993-02-17,12.010038375854492,12.129541397094727,11.890535354614258,12.06978988647461,6.591607570648193,8401472
1993-02-18,12.189292907714844,12.249044418334961,11.890535354614258,12.06978988647461,6.591607570648193,8715690
1993-02-18,12.189292907714844,12.249044418334961,11.890535354614258,12.06978988647461,6.591609477996826,8715690
1993-02-19,12.099664688110352,12.129541397094727,11.950286865234375,12.06978988647461,6.591609477996826,8009850
1993-02-22,12.06978988647461,12.27892017364502,12.06978988647461,12.249044418334961,6.689504146575928,7891861
1993-02-23,12.308794975280762,12.368547439575195,12.129541397094727,12.219167709350586,6.673187255859375,7066358
1993-02-24,12.219167709350586,12.428297996520996,12.189292907714844,12.398423194885254,6.771082401275635,7788516
1993-02-25,12.368547439575195,12.876434326171875,12.33867073059082,12.8465576171875,7.015822887420654,11054546
1993-02-25,12.368547439575195,12.876434326171875,12.33867073059082,12.8465576171875,7.015817642211914,11054546
1993-02-26,12.906310081481934,13.115440368652344,12.75693130493164,12.99593734741211,7.0974016189575195,12680867
1993-03-01,13.085563659667969,13.234943389892578,13.025813102722168,13.085563659667969,7.146348476409912,10979653
1993-03-02,13.05568790435791,13.05568790435791,12.8465576171875,12.966060638427734,7.08108377456665,7469277
1993-03-03,12.99593734741211,13.26481819152832,12.816682815551758,13.205066680908203,7.211611270904541,11371694
1993-03-04,13.205066680908203,13.205066680908203,13.025813102722168,13.115440368652344,7.162664890289307,7197317
1993-03-04,13.205066680908203,13.205066680908203,13.025813102722168,13.115440368652344,7.162659645080566,7197317
1993-03-05,13.234943389892578,13.354446411132812,13.085563659667969,13.205066680908203,7.211611747741699,11151615
1993-03-08,13.26481819152832,13.444072723388672,13.205066680908203,13.414196968078613,7.325823783874512,14043178
1993-03-09,13.414196968078613,13.563575744628906,13.384321212768555,13.533699989318848,7.391089916229248,10173396
1993-03-10,13.593450546264648,13.653203010559082,13.145315170288086,13.354446411132812,7.293190002441406,15156122
1993-03-11,13.354446411132812,13.354446411132812,13.085563659667969,13.115440368652344,7.162659645080566,9458350
1993-03-11,13.354446411132812,13.354446411132812,13.085563659667969,13.115440368652344,7.162663459777832,9458350
1993-03-12,12.906310081481934,13.324569702148438,12.816682815551758,13.294693946838379,7.260557651519775,10157497
1993-03-15,13.414196968078613,13.444072723388672,13.145315170288086,13.145315170288086,7.178978443145752,5052180
1993-03-16,13.175190925598145,13.234943389892578,13.115440368652344,13.175190925598145,7.1952948570251465,4787333
1993-03-17,13.145315170288086,13.294693946838379,12.936184883117676,13.025813102722168,7.113717555999756,5739611
1993-03-18,13.05568790435791,13.085563659667969,12.966060638427734,13.05568790435791,7.130030632019043,5840446
1993-03-18,13.05568790435791,13.085563659667969,12.966060638427734,13.05568790435791,7.13003396987915,5840446
1993-03-19,13.025813102722168,13.025813102722168,12.816682815551758,12.8465576171875,7.015820503234863,9339943
1993-03-22,12.7868070602417,12.8465576171875,12.607552528381348,12.816682815551758,6.999504566192627,7040835
1993-03-23,12.75693130493164,12.966060638427734,12.637428283691406,12.966060638427734,7.081084728240967,6934143
1993-03-24,12.75693130493164,12.8465576171875,12.159417152404785,12.219167709350586,6.673186779022217,14960310
1993-03-25,12.129541397094727,12.159417152404785,11.980162620544434,12.06978988647461,6.5916056632995605,11736538
1993-03-25,12.129541397094727,12.159417152404785,11.980162620544434,12.06978988647461,6.591612339019775,11736538
1993-03-26,12.099664688110352,12.33867073059082,12.099664688110352,12.27892017364502,6.705820083618164,10045366
1993-03-29,12.428297996520996,12.607552528381348,12.33867073059082,12.368547439575195,6.754769802093506,8609835
1993-03-30,12.428297996520996,12.428297996520996,11.920411109924316,11.950286865234375,6.526343822479248,10671292
1993-03-31,12.010038375854492,12.308794975280762,11.980162620544434,12.159417152404785,6.640557289123535,10850367
1993-04-01,12.308794975280762,12.458173751831055,12.27892017364502,12.398423194885254,6.771085739135742,8023238
1993-04-01,12.308794975280762,12.458173751831055,12.27892017364502,12.398423194885254,6.771082401275635,8023238
