,Open,High,Low,Close,Adj Close,Volume
2022-04-22 14:22:00-04:00,139.3800048828125,139.40939331054688,139.2899932861328,139.2899932861328,139.2899932861328,19672.0
2022-04-22 14:24:00-04:00,139.30999755859375,139.33999633789062,139.25,139.27999877929688,139.27999877929688,9495.0
2022-04-22 14:26:00-04:00,139.26519775390625,139.26519775390625,139.1468048095703,139.16000366210938,139.16000366210938,11074.0
2022-04-22 14:28:00-04:00,139.1300048828125,139.22999572753906,139.05999755859375,139.2111053466797,139.2111053466797,23761.0
2022-04-22 14:30:00-04:00,139.22500610351562,139.33999633789062,139.14540100097656,139.1699981689453,139.1699981689453,16215.0
2022-04-22 14:32:00-04:00,139.13999938964844,139.25,139.10499572753906,139.25,139.25,18110.0
2022-04-22 14:34:00-04:00,139.23500061035156,139.30499267578125,139.16000366210938,139.16000366210938,139.16000366210938,22138.0
2022-04-22 14:36:00-04:00,139.16000366210938,139.22500610351562,139.16000366210938,139.19000244140625,139.19000244140625,10891.0
2022-04-22 14:38:00-04:00,139.2100067138672,139.2100067138672,139.11000061035156,139.19369506835938,139.19369506835938,16788.0
2022-04-22 14:40:00-04:00,139.17999267578125,139.3699951171875,139.17999267578125,139.33999633789062,139.33999633789062,17262.0
2022-04-22 14:42:00-04:00,139.3350067138672,139.41000366210938,139.3000030517578,139.3300018310547,139.3300018310547,19102.0
2022-04-22 14:44:00-04:00,139.3249969482422,139.33619689941406,139.19000244140625,139.24000549316406,139.24000549316406,34157.0
2022-04-22 14:46:00-04:00,139.2100067138672,139.24000549316406,139.1699981689453,139.1699981689453,139.1699981689453,8708.0
2022-04-22 14:48:00-04:00,139.1699981689453,139.1699981689453,139.02999877929688,139.10000610351562,139.10000610351562,20696.0
2022-04-22 14:50:00-04:00,139.10000610351562,139.10000610351562,138.9600067138672,138.97999572753906,138.97999572753906,49028.0
2022-04-22 14:52:00-04:00,138.97500610351562,139.0800018310547,138.9199981689453,139.0800018310547,139.0800018310547,29554.0
2022-04-22 14:54:00-04:00,139.05589294433594,139.05999755859375,138.8800048828125,138.8800048828125,138.8800048828125,35005.0
2022-04-22 14:56:00-04:00,138.92999267578125,138.94500732421875,138.82000732421875,138.90499877929688,138.90499877929688,20107.0
2022-04-22 14:58:00-04:00,138.89999389648438,139.11500549316406,138.89999389648438,139.1114959716797,139.1114959716797,22167.0
2022-04-22 15:00:00-04:00,139.11500549316406,139.1300048828125,138.92999267578125,139.02000427246094,139.02000427246094,16551.0
2022-04-22 15:02:00-04:00,139.00999450683594,139.0800018310547,138.9600067138672,138.9600067138672,138.9600067138672,31355.0
2022-04-22 15:04:00-04:00,138.97999572753906,139.1060028076172,138.97999572753906,139.1060028076172,139.1060028076172,13603.0
2022-04-22 15:06:00-04:00,139.10499572753906,139.24000549316406,139.0800018310547,139.2301025390625,139.2301025390625,18228.0
2022-04-22 15:08:00-04:00,139.2550048828125,139.27000427246094,139.0399932861328,139.0399932861328,139.0399932861328,15673.0
2022-04-22 15:10:00-04:00,139.0500030517578,139.13999938964844,138.94000244140625,139.13609313964844,139.13609313964844,18316.0
2022-04-22 15:12:00-04:00,139.1199951171875,139.27000427246094,139.02999877929688,139.27000427246094,139.27000427246094,15844.0
2022-04-22 15:14:00-04:00,139.30999755859375,139.47000122070312,139.25,139.41000366210938,139.41000366210938,34550.0
2022-04-22 15:16:00-04:00,139.4152069091797,139.68679809570312,139.41000366210938,139.5364990234375,139.5364990234375,27050.0
2022-04-22 15:18:00-04:00,139.55999755859375,139.6199951171875,139.5,139.57000732421875,139.57000732421875,26917.0
2022-04-22 15:20:00-04:00,139.5500030517578,139.6383056640625,139.5050048828125,139.5399932861328,139.5399932861328,38204.0
2022-04-22 15:22:00-04:00,139.50999450683594,139.59500122070312,139.4801025390625,139.57000732421875,139.57000732421875,27534.0
2022-04-22 15:24:00-04:00,139.5749969482422,139.66000366210938,139.49000549316406,139.66000366210938,139.66000366210938,34165.0
2022-04-22 15:26:00-04:00,139.6649932861328,139.6999969482422,139.6199951171875,139.6699981689453,139.6699981689453,35078.0
2022-04-22 15:28:00-04:00,139.66000366210938,139.6699981689453,139.42999267578125,139.4550018310547,139.4550018310547,23654.0
2022-04-22 15:30:00-04:00,139.47000122070312,139.69869995117188,139.4499969482422,139.61000061035156,139.61000061035156,22094.0
2022-04-22 15:32:00-04:00,139.6300048828125,139.81500244140625,139.6300048828125,139.75,139.75,23031.0
2022-04-22 15:34:00-04:00,139.75,139.77000427246094,139.6699981689453,139.7174072265625,139.7174072265625,32951.0
2022-04-22 15:36:00-04:00,139.71499633789062,139.77000427246094,139.52999877929688,139.52999877929688,139.52999877929688,27134.0
2022-04-22 15:38:00-04:00,139.52000427246094,139.58999633789062,139.5,139.5,139.5,40610.0
2022-04-22 15:40:00-04:00,139.52999877929688,139.66000366210938,139.49000549316406,139.49000549316406,139.49000549316406,37794.0
2022-04-22 15:42:00-04:00,139.49000549316406,139.49000549316406,139.25999450683594,139.2899932861328,139.2899932861328,35486.0
2022-04-22 15:44:00-04:00,139.27999877929688,139.27999877929688,139.1300048828125,139.1300048828125,139.1300048828125,28533.0
2022-04-22 15:46:00-04:00,139.03269958496094,139.05999755859375,138.89999389648438,138.89999389648438,138.89999389648438,59165.0
2022-04-22 15:48:00-04:00,138.88999938964844,138.89999389648438,138.72999572753906,138.72999572753906,138.72999572753906,43029.0
2022-04-22 15:50:00-04:00,138.74000549316406,138.75999450683594,138.36000061035156,138.36000061035156,138.36000061035156,64776.0
2022-04-22 15:52:00-04:00,138.35000610351562,138.63999938964844,138.25999450683594,138.5500030517578,138.5500030517578,95112.0
2022-04-22 15:54:00-04:00,138.5399932861328,138.5832977294922,138.41000366210938,138.47999572753906,138.47999572753906,102112.0
2022-04-22 15:56:00-04:00,138.47000122070312,138.5,138.25,138.27000427246094,138.27000427246094,111774.0
2022-04-22 15:58:00-04:00,138.2899932861328,138.3300018310547,138.05999755859375,138.27000427246094,138.27000427246094,205566.0
2022-04-25 09:30:00-04:00,137.58999633789062,138.0800018310547,137.3000030517578,137.39999389648438,137.39999389648438,176415.0
2022-04-25 09:32:00-04:00,137.39500427246094,137.49000549316406,137.22999572753906,137.28480529785156,137.28480529785156,70498.0
2022-04-25 09:34:00-04:00,137.3699951171875,137.49000549316406,137.1999969482422,137.4199981689453,137.4199981689453,80160.0
2022-04-25 09:36:00-04:00,137.4250030517578,137.83999633789062,137.4199981689453,137.4600067138672,137.4600067138672,51226.0
2022-04-25 09:38:00-04:00,137.4199981689453,137.85000610351562,137.38999938964844,137.47000122070312,137.47000122070312,39603.0
2022-04-25 09:40:00-04:00,137.47000122070312,137.89999389648438,137.3300018310547,137.8300018310547,137.8300018310547,60644.0
2022-04-25 09:42:00-04:00,137.7899932861328,137.7899932861328,137.4149932861328,137.4149932861328,137.4149932861328,18185.0
2022-04-25 09:44:00-04:00,137.3699951171875,137.8000030517578,137.3000030517578,137.75999450683594,137.75999450683594,50557.0
2022-04-25 09:46:00-04:00,137.29620361328125,137.5,137.25999450683594,137.30499267578125,137.30499267578125,14427.0
2022-04-25 09:48:00-04:00,137.30499267578125,137.4600067138672,137.25999450683594,137.4102020263672,137.4102020263672,28971.0
2022-04-25 09:50:00-04:00,137.43719482421875,137.74000549316406,137.38999938964844,137.6199951171875,137.6199951171875,25046.0
2022-04-25 09:52:00-04:00,137.62249755859375,137.62249755859375,137.4250030517578,137.5449981689453,137.5449981689453,29403.0
2022-04-25 09:54:00-04:00,137.50999450683594,137.52999877929688,137.11000061035156,137.3000030517578,137.3000030517578,49019.0
2022-04-25 09:56:00-04:00,137.27999877929688,137.3300018310547,137.02000427246094,137.0449981689453,137.0449981689453,49374.0
2022-04-25 09:58:00-04:00,137.05499267578125,137.05499267578125,136.63999938964844,136.63999938964844,136.63999938964844,48431.0
2022-04-25 10:00:00-04:00,136.67999267578125,136.83990478515625,136.57000732421875,136.58999633789062,136.58999633789062,29321.0
2022-04-25 10:02:00-04:00,136.52000427246094,136.5800018310547,136.36000061035156,136.39999389648438,136.39999389648438,50804.0
2022-04-25 10:04:00-04:00,136.4199981689453,136.51800537109375,136.25,136.2899932861328,136.2899932861328,20030.0
2022-04-25 10:06:00-04:00,136.25999450683594,136.72000122070312,136.25,136.6649932861328,136.6649932861328,25866.0
2022-04-25 10:08:00-04:00,136.64999389648438,136.64999389648438,136.14999389648438,136.19000244140625,136.19000244140625,21722.0
2022-04-25 10:10:00-04:00,136.27000427246094,136.3249969482422,136.0800018310547,136.22999572753906,136.22999572753906,30781.0
2022-04-25 10:12:00-04:00,136.2949981689453,136.2949981689453,136.11000061035156,136.14309692382812,136.14309692382812,20720.0
2022-04-25 10:14:00-04:00,136.13999938964844,136.3300018310547,136.0800018310547,136.3000030517578,136.3000030517578,19957.0
2022-04-25 10:16:00-04:00,136.2738037109375,136.47999572753906,136.25999450683594,136.42999267578125,136.42999267578125,21444.0
2022-04-25 10:18:00-04:00,136.42999267578125,136.47999572753906,136.2100067138672,136.4199981689453,136.4199981689453,37061.0
2022-04-25 10:20:00-04:00,136.44000244140625,136.47500610351562,136.28500366210938,136.28500366210938,136.28500366210938,18858.0
2022-04-25 10:22:00-04:00,136.25,136.30499267578125,136.11000061035156,136.28070068359375,136.28070068359375,15921.0
2022-04-25 10:24:00-04:00,136.2899932861328,136.67999267578125,136.25,136.58999633789062,136.58999633789062,39883.0
2022-04-25 10:26:00-04:00,136.5800018310547,136.6053924560547,136.35499572753906,136.41000366210938,136.41000366210938,21548.0
2022-04-25 10:28:00-04:00,136.3800048828125,136.4199981689453,136.0500030517578,136.14500427246094,136.14500427246094,22223.0
2022-04-25 10:30:00-04:00,136.1199951171875,136.2050018310547,135.9600067138672,136.2050018310547,136.2050018310547,42231.0
2022-04-25 10:32:00-04:00,136.25,136.5399932861328,136.25,136.52000427246094,136.52000427246094,22947.0
2022-04-25 10:34:00-04:00,136.60000610351562,136.86000061035156,136.57000732421875,136.59500122070312,136.59500122070312,55847.0
2022-04-25 10:36:00-04:00,136.61000061035156,136.67999267578125,136.47000122070312,136.47999572753906,136.47999572753906,46937.0
2022-04-25 10:38:00-04:00,136.49000549316406,136.49000549316406,136.0399932861328,136.0449981689453,136.0449981689453,28969.0
2022-04-25 10:40:00-04:00,136.0500030517578,136.07000732421875,135.8800048828125,135.91000366210938,135.91000366210938,30233.0
2022-04-25 10:42:00-04:00,135.91009521484375,136.1199951171875,135.90060424804688,136.02000427246094,136.02000427246094,54765.0
2022-04-25 10:44:00-04:00,136.0198974609375,136.15499877929688,136.01040649414062,136.07000732421875,136.07000732421875,42361.0
2022-04-25 10:46:00-04:00,136.1999969482422,136.5,136.18499755859375,136.47999572753906,136.47999572753906,11703.0
2022-04-25 10:48:00-04:00,136.4499969482422,136.5,136.1800994873047,136.38999938964844,136.38999938964844,15864.0
2022-04-25 10:50:00-04:00,136.4199981689453,136.4199981689453,136.11000061035156,136.125,136.125,18021.0
2022-04-25 10:52:00-04:00,136.10000610351562,136.11000061035156,135.88690185546875,135.88999938964844,135.88999938964844,27346.0
2022-04-25 10:54:00-04:00,135.89529418945312,136.0,135.7100067138672,135.82000732421875,135.82000732421875,82788.0
2022-04-25 10:56:00-04:00,135.81500244140625,135.89999389648438,135.58009338378906,135.60000610351562,135.60000610351562,23944.0
2022-04-25 10:58:00-04:00,135.58999633789062,135.60000610351562,135.22999572753906,135.30999755859375,135.30999755859375,25096.0
2022-04-25 11:00:00-04:00,135.27999877929688,135.38999938964844,135.1999969482422,135.31500244140625,135.31500244140625,18442.0
2022-04-25 11:02:00-04:00,135.314697265625,135.57000732421875,135.314697265625,135.55999755859375,135.55999755859375,15754.0
2022-04-25 11:04:00-04:00,135.60000610351562,135.80999755859375,135.58999633789062,135.61000061035156,135.61000061035156,18301.0
2022-04-25 11:06:00-04:00,135.6042938232422,135.6042938232422,135.42999267578125,135.42999267578125,135.42999267578125,14519.0
2022-04-25 11:08:00-04:00,135.42100524902344,135.52000427246094,135.23500061035156,135.39999389648438,135.39999389648438,20957.0
2022-04-25 11:10:00-04:00,135.41000366210938,135.61000061035156,135.33999633789062,135.57000732421875,135.57000732421875,13021.0
2022-04-25 11:12:00-04:00,135.55999755859375,136.0399932861328,135.52999877929688,135.88999938964844,135.88999938964844,16863.0
2022-04-25 11:14:00-04:00,135.8300018310547,135.9199981689453,135.6199951171875,135.6199951171875,135.6199951171875,15483.0
2022-04-25 11:16:00-04:00,135.6278076171875,135.66000366210938,135.53199768066406,135.60000610351562,135.60000610351562,11707.0
2022-04-25 11:18:00-04:00,135.6300048828125,135.80999755859375,135.6199951171875,135.7104949951172,135.7104949951172,13592.0
2022-04-25 11:20:00-04:00,135.6999969482422,135.75,135.5800018310547,135.64999389648438,135.64999389648438,14238.0
2022-04-25 11:22:00-04:00,135.6649932861328,135.7949981689453,135.6649932861328,135.72000122070312,135.72000122070312,10680.0
2022-04-25 11:24:00-04:00,135.74000549316406,135.99000549316406,135.74000549316406,135.99000549316406,135.99000549316406,14305.0
2022-04-25 11:26:00-04:00,136.0,136.02999877929688,135.92999267578125,135.92999267578125,135.92999267578125,13766.0
2022-04-25 11:28:00-04:00,135.93499755859375,135.9499969482422,135.67999267578125,135.77000427246094,135.77000427246094,13918.0
2022-04-25 11:30:00-04:00,135.77999877929688,135.8300018310547,135.5500030517578,135.57000732421875,135.57000732421875,14715.0
2022-04-25 11:32:00-04:00,135.5749969482422,135.5749969482422,135.3800048828125,135.49000549316406,135.49000549316406,18039.0
2022-04-25 11:34:00-04:00,135.50999450683594,135.77999877929688,135.4600067138672,135.72900390625,135.72900390625,34710.0
2022-04-25 11:36:00-04:00,135.74229431152344,135.7899932861328,135.5500030517578,135.64999389648438,135.64999389648438,29769.0
2022-04-25 11:38:00-04:00,135.6300048828125,135.6300048828125,135.43600463867188,135.6199951171875,135.6199951171875,24558.0
2022-04-25 11:40:00-04:00,135.60000610351562,135.67999267578125,135.60000610351562,135.63999938964844,135.63999938964844,15103.0
2022-04-25 11:42:00-04:00,135.6199951171875,135.72000122070312,135.5800018310547,135.67999267578125,135.67999267578125,19229.0
2022-04-25 11:44:00-04:00,135.67999267578125,135.6999969482422,135.36000061035156,135.4499969482422,135.4499969482422,19321.0
2022-04-25 11:46:00-04:00,135.37669372558594,135.37669372558594,135.27999877929688,135.27999877929688,135.27999877929688,8814.0
2022-04-25 11:48:00-04:00,135.27999877929688,135.33999633789062,135.27999877929688,135.32000732421875,135.32000732421875,10262.0
2022-04-25 11:50:00-04:00,135.3300018310547,135.33999633789062,135.22230529785156,135.22230529785156,135.22230529785156,16219.0
2022-04-25 11:52:00-04:00,135.2100067138672,135.33999633789062,135.1999969482422,135.1999969482422,135.1999969482422,30520.0
2022-04-25 11:54:00-04:00,135.2299041748047,135.50999450683594,135.19000244140625,135.50999450683594,135.50999450683594,20367.0
2022-04-25 11:56:00-04:00,135.52999877929688,135.6300048828125,135.49000549316406,135.6199951171875,135.6199951171875,15269.0
2022-04-25 11:58:00-04:00,135.6199951171875,135.6999969482422,135.60009765625,135.6699981689453,135.6699981689453,7775.0
2022-04-25 12:00:00-04:00,135.6750030517578,135.75999450683594,135.60000610351562,135.72000122070312,135.72000122070312,17551.0
2022-04-25 12:02:00-04:00,135.67999267578125,135.85000610351562,135.6199951171875,135.85000610351562,135.85000610351562,17029.0
2022-04-25 12:04:00-04:00,135.8300018310547,136.13999938964844,135.82000732421875,136.11000061035156,136.11000061035156,20454.0
2022-04-25 12:06:00-04:00,136.1300048828125,136.36990356445312,136.1199951171875,136.36000061035156,136.36000061035156,28289.0
2022-04-25 12:08:00-04:00,136.36000061035156,136.4600067138672,136.33999633789062,136.3699951171875,136.3699951171875,23616.0
2022-04-25 12:10:00-04:00,136.35000610351562,136.39999389648438,136.2100067138672,136.2100067138672,136.2100067138672,19419.0
2022-04-25 12:12:00-04:00,136.17999267578125,136.17999267578125,136.0500946044922,136.08839416503906,136.08839416503906,17900.0
2022-04-25 12:14:00-04:00,136.0399932861328,136.10000610351562,135.9600067138672,136.05679321289062,136.05679321289062,14333.0
2022-04-25 12:16:00-04:00,136.0800018310547,136.1699981689453,136.0,136.00999450683594,136.00999450683594,11329.0
2022-04-25 12:18:00-04:00,135.97999572753906,135.97999572753906,135.85000610351562,135.9600067138672,135.9600067138672,15116.0
2022-04-25 12:20:00-04:00,135.97000122070312,136.42999267578125,135.97000122070312,136.39999389648438,136.39999389648438,23812.0
2022-04-25 12:22:00-04:00,136.42999267578125,136.66000366210938,136.41000366210938,136.6199951171875,136.6199951171875,19501.0
2022-04-25 12:24:00-04:00,136.63999938964844,136.8800048828125,136.63999938964844,136.80999755859375,136.80999755859375,24562.0
2022-04-25 12:26:00-04:00,136.781494140625,136.8800048828125,136.52499389648438,136.52499389648438,136.52499389648438,16623.0
2022-04-25 12:28:00-04:00,136.53399658203125,136.57000732421875,136.44000244140625,136.52000427246094,136.52000427246094,9908.0
2022-04-25 12:30:00-04:00,136.52000427246094,136.52999877929688,136.3000030517578,136.44000244140625,136.44000244140625,17482.0
2022-04-25 12:32:00-04:00,136.47000122070312,136.66000366210938,136.47000122070312,136.60000610351562,136.60000610351562,13170.0
2022-04-25 12:34:00-04:00,136.55999755859375,136.64999389648438,136.5500030517578,136.5800018310547,136.5800018310547,12556.0
2022-04-25 12:36:00-04:00,136.59410095214844,136.72000122070312,136.53500366210938,136.5800018310547,136.5800018310547,11809.0
2022-04-25 12:38:00-04:00,136.58999633789062,136.74000549316406,136.58999633789062,136.60000610351562,136.60000610351562,12758.0
2022-04-25 12:40:00-04:00,136.58999633789062,136.63999938964844,136.52000427246094,136.5500030517578,136.5500030517578,13407.0
2022-04-25 12:42:00-04:00,136.5500030517578,136.5883026123047,136.44000244140625,136.46009826660156,136.46009826660156,13340.0
2022-04-25 12:44:00-04:00,136.4600067138672,136.51499938964844,136.39390563964844,136.51499938964844,136.51499938964844,13944.0
2022-04-25 12:46:00-04:00,136.62539672851562,136.7100067138672,136.50999450683594,136.50999450683594,136.50999450683594,5131.0
2022-04-25 12:48:00-04:00,136.52000427246094,136.8000030517578,136.4499969482422,136.75,136.75,10446.0
2022-04-25 12:50:00-04:00,136.72999572753906,136.92999267578125,136.72999572753906,136.8300018310547,136.8300018310547,36039.0
2022-04-25 12:52:00-04:00,136.80999755859375,136.8300018310547,136.6649932861328,136.77000427246094,136.77000427246094,8800.0
2022-04-25 12:54:00-04:00,136.7899932861328,136.79339599609375,136.61000061035156,136.68499755859375,136.68499755859375,8413.0
2022-04-25 12:56:00-04:00,136.64999389648438,136.72000122070312,136.64999389648438,136.6699981689453,136.6699981689453,12364.0
2022-04-25 12:58:00-04:00,136.67999267578125,136.91000366210938,136.6699981689453,136.88999938964844,136.88999938964844,15449.0
2022-04-25 13:00:00-04:00,136.9199981689453,137.00999450683594,136.67999267578125,136.69000244140625,136.69000244140625,21988.0
2022-04-25 13:02:00-04:00,136.69000244140625,136.69000244140625,136.58999633789062,136.62489318847656,136.62489318847656,7991.0
2022-04-25 13:04:00-04:00,136.625,136.6300048828125,136.47999572753906,136.48500061035156,136.48500061035156,9443.0
2022-04-25 13:06:00-04:00,136.50999450683594,136.80130004882812,136.5,136.80130004882812,136.80130004882812,7777.0
2022-04-25 13:08:00-04:00,136.80999755859375,136.89999389648438,136.75999450683594,136.89999389648438,136.89999389648438,13907.0
2022-04-25 13:10:00-04:00,136.9199981689453,136.9199981689453,136.8300018310547,136.91830444335938,136.91830444335938,17033.0
2022-04-25 13:12:00-04:00,136.94000244140625,137.0399932861328,136.8350067138672,136.86500549316406,136.86500549316406,46939.0
2022-04-25 13:14:00-04:00,136.84500122070312,137.0500030517578,136.84500122070312,137.0500030517578,137.0500030517578,18571.0
2022-04-25 13:16:00-04:00,137.07000732421875,137.1300048828125,136.8000030517578,136.8000030517578,136.8000030517578,13537.0
2022-04-25 13:18:00-04:00,136.77000427246094,136.77000427246094,136.5800018310547,136.69000244140625,136.69000244140625,21847.0
2022-04-25 13:20:00-04:00,136.7100067138672,136.77000427246094,136.63999938964844,136.74000549316406,136.74000549316406,8256.0
2022-04-25 13:22:00-04:00,136.77000427246094,136.77890014648438,136.63999938964844,136.75,136.75,16711.0
2022-04-25 13:24:00-04:00,136.72000122070312,136.91000366210938,136.72000122070312,136.8300018310547,136.8300018310547,18716.0
2022-04-25 13:26:00-04:00,136.7899932861328,136.83120727539062,136.5749969482422,136.5749969482422,136.5749969482422,6519.0
2022-04-25 13:28:00-04:00,136.5500030517578,136.63800048828125,136.5,136.60000610351562,136.60000610351562,12340.0
2022-04-25 13:30:00-04:00,136.6199951171875,136.8000030517578,136.5500030517578,136.72999572753906,136.72999572753906,19170.0
2022-04-25 13:32:00-04:00,136.6999969482422,136.7100067138672,136.5,136.58999633789062,136.58999633789062,9706.0
2022-04-25 13:34:00-04:00,136.5399932861328,136.5850067138672,136.4499969482422,136.4600067138672,136.4600067138672,8241.0
2022-04-25 13:36:00-04:00,136.49099731445312,136.50999450683594,136.36000061035156,136.4199981689453,136.4199981689453,7718.0
2022-04-25 13:38:00-04:00,136.3800048828125,136.4698944091797,136.30999755859375,136.4199981689453,136.4199981689453,12247.0
2022-04-25 13:40:00-04:00,136.47500610351562,136.6623992919922,136.47500610351562,136.60000610351562,136.60000610351562,10016.0
2022-04-25 13:42:00-04:00,136.63999938964844,136.69000244140625,136.58999633789062,136.64999389648438,136.64999389648438,13048.0
2022-04-25 13:44:00-04:00,136.6699981689453,136.74000549316406,136.6280059814453,136.6300048828125,136.6300048828125,12985.0
2022-04-25 13:46:00-04:00,136.69790649414062,136.72000122070312,136.6199951171875,136.64999389648438,136.64999389648438,6735.0
2022-04-25 13:48:00-04:00,136.64999389648438,136.6999969482422,136.5399932861328,136.660400390625,136.660400390625,11907.0
2022-04-25 13:50:00-04:00,136.67999267578125,136.69000244140625,136.52000427246094,136.53399658203125,136.53399658203125,11032.0
2022-04-25 13:52:00-04:00,136.55999755859375,136.82000732421875,136.55999755859375,136.82000732421875,136.82000732421875,7679.0
2022-04-25 13:54:00-04:00,136.80999755859375,136.85000610351562,136.72999572753906,136.7899932861328,136.7899932861328,9429.0
2022-04-25 13:56:00-04:00,136.77000427246094,136.8300018310547,136.74000549316406,136.7449951171875,136.7449951171875,9216.0
2022-04-25 13:58:00-04:00,136.77000427246094,136.7899932861328,136.6699981689453,136.75999450683594,136.75999450683594,7015.0
2022-04-25 14:00:00-04:00,136.77999877929688,136.86000061035156,136.66000366210938,136.69000244140625,136.69000244140625,14682.0
2022-04-25 14:02:00-04:00,136.72999572753906,136.75999450683594,136.5800018310547,136.6300048828125,136.6300048828125,7270.0
2022-04-25 14:04:00-04:00,136.60470581054688,136.78790283203125,136.58999633789062,136.75999450683594,136.75999450683594,11953.0
2022-04-25 14:06:00-04:00,136.75,136.9199981689453,136.74000549316406,136.85000610351562,136.85000610351562,39578.0
2022-04-25 14:08:00-04:00,136.86000061035156,137.17990112304688,136.82000732421875,137.1699981689453,137.1699981689453,12820.0
2022-04-25 14:10:00-04:00,137.1699981689453,137.27999877929688,137.0500030517578,137.10000610351562,137.10000610351562,16564.0
2022-04-25 14:12:00-04:00,137.10000610351562,137.1699981689453,137.0800018310547,137.08999633789062,137.08999633789062,10488.0
2022-04-25 14:14:00-04:00,137.1199951171875,137.27000427246094,137.10009765625,137.27000427246094,137.27000427246094,8375.0
2022-04-25 14:16:00-04:00,137.27000427246094,137.3699951171875,137.22500610351562,137.3350067138672,137.3350067138672,23306.0
2022-04-25 14:18:00-04:00,137.3699951171875,137.5,137.3699951171875,137.44500732421875,137.44500732421875,14854.0
2022-04-25 14:20:00-04:00,137.48269653320312,137.6699981689453,137.3800048828125,137.6300048828125,137.6300048828125,24775.0
2022-04-25 14:22:00-04:00,137.63999938964844,137.80999755859375,137.61000061035156,137.80999755859375,137.80999755859375,19907.0
2022-04-25 14:24:00-04:00,137.80999755859375,137.8800048828125,137.7899932861328,137.86000061035156,137.86000061035156,36699.0
2022-04-25 14:26:00-04:00,137.86000061035156,137.99000549316406,137.83999633789062,137.9600067138672,137.9600067138672,42299.0
2022-04-25 14:28:00-04:00,137.9499969482422,138.13999938964844,137.9499969482422,138.11000061035156,138.11000061035156,40417.0
2022-04-25 14:30:00-04:00,138.1199951171875,138.21139526367188,138.10499572753906,138.13389587402344,138.13389587402344,29965.0
2022-04-25 14:32:00-04:00,138.13999938964844,138.27999877929688,138.13999938964844,138.27999877929688,138.27999877929688,32277.0
2022-04-25 14:34:00-04:00,138.27999877929688,138.33999633789062,138.24000549316406,138.24000549316406,138.24000549316406,23675.0
2022-04-25 14:36:00-04:00,138.25,138.25999450683594,138.1199951171875,138.16000366210938,138.16000366210938,27186.0
